Review,Liked,Review_cleaned,Polarity,Length,Word Counts
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,"['mention', 'combination', 'pear', 'almond', 'bacon', 'big', 'winner']",0.0,64,7
Will not be back.,0,['back'],0.0,8,1
Sauce was tasteless.,0,"['sauce', 'tasteless']",-0.6,21,2
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,"['food', 'delicious', 'spicy', 'enough', 'sure', 'ask', 'spicier', 'prefer', 'way']",0.5,75,9
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,"['ribeye', 'steak', 'cooked', 'perfectly', 'great', 'mesquite', 'flavor']",0.8,67,7
I don't think we'll be going back anytime soon.,0,"['dont', 'think', 'well', 'going', 'back', 'anytime', 'soon']",0.0,55,7
Food was so gooodd.,1,"['food', 'gooodd']",0.0,17,2
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,"['far', 'sushi', 'connoisseur', 'definitely', 'tell', 'difference', 'good', 'food', 'bad', 'food', 'certainly', 'bad', 'food']",-0.11999999999999995,114,13
I was so insulted.,0,['insulted'],0.0,12,1
The last 3 times I had lunch here has been bad.,0,"['last', '3', 'time', 'lunch', 'bad']",-0.3499999999999999,33,5
The chicken wings contained the driest chicken meat I have ever eaten.,0,"['chicken', 'wing', 'contained', 'driest', 'chicken', 'meat', 'ever', 'eaten']",-0.6,71,8
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,"['food', 'good', 'enjoyed', 'every', 'mouthful', 'enjoyable', 'relaxed', 'venue', 'couple', 'small', 'family', 'group', 'etc']",0.3625,114,13
Nargile - I think you are great.,1,"['nargile', 'think', 'great']",0.8,27,3
Best tater tots in the southwest.,1,"['best', 'tater', 'tot', 'southwest']",1.0,34,4
We loved the place.,1,"['loved', 'place']",0.7,17,2
Definitely not worth the $3 I paid.,0,"['definitely', 'worth', '3', 'paid']",0.3,33,4
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,"['vanilla', 'ice', 'cream', 'creamy', 'smooth', 'profiterole', 'chou', 'pastry', 'fresh', 'enough']",0.2333333333333333,90,10
Im in AZ all the time and now have my new spot.,1,"['im', 'az', 'time', 'new', 'spot']",0.13636363636363635,31,5
The manager was the worst.,0,"['manager', 'worst']",-1.0,19,2
The inside is really quite nice and very clean.,1,"['inside', 'really', 'quite', 'nice', 'clean']",0.3888888888888889,42,5
The food was outstanding and the prices were very reasonable.,1,"['food', 'outstanding', 'price', 'reasonable']",0.35,43,4
I don't think I'll be running back to Carly's anytime soon for food.,0,"['dont', 'think', 'ill', 'running', 'back', 'carlys', 'anytime', 'soon', 'food']",-0.25,72,9
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,"['due', 'fact', 'took', '20', 'minute', 'acknowledged', 'another', '35', 'minute', 'get', 'foodand', 'kept', 'forgetting', 'thing']",-0.125,118,14
"Love the margaritas, too!",1,"['love', 'margarita']",0.5,20,2
This was my first and only Vegas buffet and it did not disappoint.,1,"['first', 'vega', 'buffet', 'disappoint']",0.25,38,4
"Very good, though!",1,"['good', 'though']",0.7,17,2
The one down note is the ventilation could use some upgrading.,0,"['one', 'note', 'ventilation', 'could', 'use', 'upgrading']",0.0,54,6
Great pork sandwich.,1,"['great', 'pork', 'sandwich']",0.8,27,3
Don't waste your time here.,0,"['dont', 'waste', 'time']",-0.2,23,3
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,"['total', 'letdown', 'would', 'much', 'rather', 'go', 'camelback', 'flower', 'shop', 'cartel', 'coffee']",0.1,94,11
"Third, the cheese on my friend's burger was cold.",0,"['third', 'cheese', 'friend', 'burger', 'cold']",-0.3,43,5
We enjoy their pizza and brunch.,1,"['enjoy', 'pizza', 'brunch']",0.4,26,3
The steaks are all well trimmed and also perfectly cooked.,1,"['steak', 'well', 'trimmed', 'also', 'perfectly', 'cooked']",1.0,54,6
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,"['group', '70', 'claimed', 'would', '40', 'handled', 'u', 'beautifully']",0.85,65,8
I LOVED it!,1,['loved'],0.7,9,1
We asked for the bill to leave without eating and they didn't bring that either.,0,"['asked', 'bill', 'leave', 'without', 'eating', 'didnt', 'bring', 'either']",0.0,68,8
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,"['place', 'jewel', 'la', 'vega', 'exactly', 'ive', 'hoping', 'find', 'nearly', 'ten', 'year', 'living']",0.125,92,12
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,"['seafood', 'limited', 'boiled', 'shrimp', 'crab', 'leg', 'crab', 'leg', 'definitely', 'taste', 'fresh']",0.07619047619047618,94,11
The selection of food was not the best.,0,"['selection', 'food', 'best']",1.0,27,3
Delicious and I will absolutely be back!,1,"['delicious', 'absolutely', 'back']",0.5,33,3
"This isn't a small family restaurant, this is a fine dining establishment.",1,"['isnt', 'small', 'family', 'restaurant', 'fine', 'dining', 'establishment']",0.08333333333333334,70,7
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,"['toro', 'tartare', 'cavier', 'extraordinary', 'liked', 'thinly', 'sliced', 'wagyu', 'white', 'truffle']",0.13333333333333333,95,10
I dont think I will be back for a very long time.,0,"['dont', 'think', 'back', 'long', 'time']",-0.025,37,5
"It was attached to a gas station, and that is rarely a good sign.",0,"['attached', 'gas', 'station', 'rarely', 'good', 'sign']",0.7,51,6
How awesome is that.,1,['awesome'],1.0,11,1
I will be back many times soon.,1,"['back', 'many', 'time', 'soon']",0.25,29,4
The menu had so much good stuff on it i could not decide!,1,"['menu', 'much', 'good', 'stuff', 'could', 'decide']",0.7,47,6
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,"['worse', 'humiliated', 'worker', 'right', 'front', 'mebunch', 'horrible', 'name', 'calling']",-0.37142857142857144,85,9
CONCLUSION: Very filling meals.,1,"['conclusion', 'filling', 'meal']",0.0,31,3
Their daily specials are always a hit with my group.,1,"['daily', 'special', 'always', 'hit', 'group']",0.17857142857142858,42,5
And then tragedy struck.,0,"['tragedy', 'struck']",0.0,20,2
The pancake was also really good and pretty large at that.,1,"['pancake', 'also', 'really', 'good', 'pretty', 'large']",0.38809523809523805,51,6
"This was my first crawfish experience, and it was delicious!",1,"['first', 'crawfish', 'experience', 'delicious']",0.625,45,4
Their monster chicken fried steak and eggs is my all time favorite.,1,"['monster', 'chicken', 'fried', 'steak', 'egg', 'time', 'favorite']",-0.04999999999999999,61,7
Waitress was sweet and funny.,1,"['waitress', 'sweet', 'funny']",0.3,28,3
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,"['also', 'taste', 'mom', 'multigrain', 'pumpkin', 'pancake', 'pecan', 'butter', 'amazing', 'fluffy', 'delicious']",0.46666666666666673,103,11
"I'd rather eat airline food, seriously.",0,"['id', 'rather', 'eat', 'airline', 'food', 'seriously']",-0.3333333333333333,50,6
Cant say enough good things about this place.,1,"['cant', 'say', 'enough', 'good', 'thing', 'place']",0.35,46,6
The ambiance was incredible.,1,"['ambiance', 'incredible']",0.9,25,2
The waitress and manager are so friendly.,1,"['waitress', 'manager', 'friendly']",0.375,33,3
I would not recommend this place.,0,"['would', 'recommend', 'place']",0.0,29,3
Overall I wasn't very impressed with Noca.,0,"['overall', 'wasnt', 'impressed', 'noca']",0.5,38,4
My gyro was basically lettuce only.,0,"['gyro', 'basically', 'lettuce']",0.0,30,3
Terrible service!,0,"['terrible', 'service']",-1.0,22,2
Thoroughly disappointed!,0,"['thoroughly', 'disappointed']",-0.75,29,2
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,"['dont', 'much', 'pasta', 'love', 'homemade', 'hand', 'made', 'pasta', 'thin', 'pizza']",0.09999999999999998,78,10
"Give it a try, you will be happy you did.",1,"['give', 'try', 'happy']",0.8,22,3
By far the BEST cheesecurds we have ever had!,1,"['far', 'best', 'cheesecurds', 'ever']",0.55,35,4
Reasonably priced also!,1,"['reasonably', 'priced', 'also']",0.2,30,3
Everything was perfect the night we were in.,1,"['everything', 'perfect', 'night']",1.0,32,3
The food is very good for your typical bar food.,1,"['food', 'good', 'typical', 'bar', 'food']",0.26666666666666666,38,5
it was a drive to get there.,0,"['drive', 'get']",0.0,15,2
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,"['first', 'glance', 'lovely', 'bakery', 'cafe', 'nice', 'ambiance', 'clean', 'friendly', 'staff']",0.41833333333333333,88,10
"Anyway, I do not think i will go back there.",0,"['anyway', 'think', 'go', 'back']",0.0,30,4
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,"['point', 'finger', 'item', 'menu', 'order', 'wont', 'disappointed']",-0.75,62,7
"Oh this is such a thing of beauty, this restaurant.",1,"['oh', 'thing', 'beauty', 'restaurant']",0.0,36,4
If you haven't gone here GO NOW!,1,"['havent', 'gone', 'go']",0.0,22,3
"A greasy, unhealthy meal.",0,"['greasy', 'unhealthy', 'meal']",-0.4,29,3
first time there and might just be the last.,0,"['first', 'time', 'might', 'last']",0.125,31,4
Those burgers were amazing.,1,"['burger', 'amazing']",0.6000000000000001,20,2
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,"['similarly', 'delivery', 'man', 'say', 'word', 'apology', 'food', '45', 'minute', 'late']",-0.15,81,10
And it was way to expensive.,0,"['way', 'expensive']",-0.5,19,2
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,"['sure', 'order', 'dessert', 'even', 'need', 'pack', 'togo', 'tiramisu', 'cannoli', 'die']",0.5,81,10
This was my first time and I can't wait until the next.,1,"['first', 'time', 'cant', 'wait', 'next']",0.125,37,5
The bartender was also nice.,1,"['bartender', 'also', 'nice']",0.6,27,3
Everything was good and tasty!,1,"['everything', 'good', 'tasty']",0.7,29,3
This place is two thumbs up....way up.,1,"['place', 'two', 'thumb', 'upway']",0.0,31,4
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,"['best', 'place', 'vega', 'breakfast', 'check', 'sat', 'sun']",1.0,55,7
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,"['love', 'authentic', 'mexican', 'food', 'want', 'whole', 'bunch', 'interesting', 'yet', 'delicious', 'meat', 'choose', 'need', 'try', 'place']",0.45,129,15
Terrible management.,0,"['terrible', 'management']",-1.0,25,2
An excellent new restaurant by an experienced Frenchman.,1,"['excellent', 'new', 'restaurant', 'experienced', 'frenchman']",0.6454545454545454,58,5
If there were zero stars I would give it zero stars.,0,"['zero', 'star', 'would', 'give', 'zero', 'star']",0.0,44,6
"Great steak, great sides, great wine, amazing desserts.",1,"['great', 'steak', 'great', 'side', 'great', 'wine', 'amazing', 'dessert']",0.7500000000000001,67,8
Worst martini ever!,0,"['worst', 'martini', 'ever']",-1.0,26,3
The steak and the shrimp are in my opinion the best entrees at GC.,1,"['steak', 'shrimp', 'opinion', 'best', 'entree', 'gc']",1.0,49,6
I had the opportunity today to sample your amazing pizzas!,1,"['opportunity', 'today', 'sample', 'amazing', 'pizza']",0.6000000000000001,50,5
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,"['waited', 'thirty', 'minute', 'seated', 'although', '8', 'vacant', 'table', 'folk', 'waiting']",0.0,86,10
The yellowtail carpaccio was melt in your mouth fresh.,1,"['yellowtail', 'carpaccio', 'melt', 'mouth', 'fresh']",0.3,49,5
I won't try going back there even if it's empty.,0,"['wont', 'try', 'going', 'back', 'even', 'empty']",-0.05,44,6
"No, I'm going to eat the potato that I found some strangers hair in it.",0,"['im', 'going', 'eat', 'potato', 'found', 'stranger', 'hair']",0.0,55,7
Just spicy enough.. Perfect actually.,1,"['spicy', 'enough', 'perfect', 'actually']",0.3333333333333333,39,4
Last night was my second time dining here and I was so happy I decided to go back!,1,"['last', 'night', 'second', 'time', 'dining', 'happy', 'decided', 'go', 'back']",0.2,71,9
"not even a ""hello, we will be right with you.""",0,"['even', 'hello', 'right']",0.2857142857142857,24,3
The desserts were a bit strange.,0,"['dessert', 'bit', 'strange']",-0.05,27,3
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,"['boyfriend', 'came', 'first', 'time', 'recent', 'trip', 'vega', 'could', 'pleased', 'quality', 'food', 'service']",0.25,103,12
"I really do recommend this place, you can go wrong with this donut place!",1,"['really', 'recommend', 'place', 'go', 'wrong', 'donut', 'place']",-0.15,59,7
Nice ambiance.,1,"['nice', 'ambiance']",0.6,19,2
I would recommend saving room for this!,1,"['would', 'recommend', 'saving', 'room']",0.0,37,4
I guess maybe we went on an off night but it was disgraceful.,0,"['guess', 'maybe', 'went', 'night', 'disgraceful']",0.0,46,5
"However, my recent experience at this particular location was not so good.",0,"['however', 'recent', 'experience', 'particular', 'location', 'good']",0.28888888888888886,64,6
"I know this is not like the other restaurants at all, something is very off here!",0,"['know', 'like', 'restaurant', 'something']",0.0,40,4
AVOID THIS ESTABLISHMENT!,0,"['avoid', 'establishment']",0.0,25,2
I think this restaurant suffers from not trying hard enough.,0,"['think', 'restaurant', 'suffers', 'trying', 'hard', 'enough']",-0.2972222222222222,57,6
All of the tapas dishes were delicious!,1,"['tapa', 'dish', 'delicious']",1.0,27,3
I *heart* this place.,1,"['heart', 'place']",0.0,17,2
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,"['salad', 'bland', 'vinegrette', 'baby', 'green', 'heart', 'palm']",-0.18333333333333335,60,7
After two I felt disgusting.,0,"['two', 'felt', 'disgusting']",-1.0,27,3
A good time!,1,"['good', 'time']",0.7,15,2
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,"['believe', 'place', 'great', 'stop', 'huge', 'belly', 'hankering', 'sushi']",0.6000000000000001,69,8
Generous portions and great taste.,1,"['generous', 'portion', 'great', 'taste']",0.8,38,4
I will never go back to this place and will never ever recommended this place to anyone!,0,"['never', 'go', 'back', 'place', 'never', 'ever', 'recommended', 'place', 'anyone']",0.0,75,9
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,"['server', 'went', 'back', 'forth', 'several', 'time', 'even', 'much', 'helped']",0.06666666666666667,72,9
Food was delicious!,1,"['food', 'delicious']",1.0,20,2
AN HOUR... seriously?,0,"['hour', 'seriously']",-0.3333333333333333,20,2
I consider this theft.,0,"['consider', 'theft']",0.0,20,2
Eew... This location needs a complete overhaul.,0,"['eew', 'location', 'need', 'complete', 'overhaul']",0.1,47,5
We recently witnessed her poor quality of management towards other guests as well.,0,"['recently', 'witnessed', 'poor', 'quality', 'management', 'towards', 'guest', 'well']",-0.2,79,8
Waited and waited and waited.,0,"['waited', 'waited', 'waited']",0.0,28,3
"He also came back to check on us regularly, excellent service.",1,"['also', 'came', 'back', 'check', 'u', 'regularly', 'excellent', 'service']",0.5,68,8
Our server was super nice and checked on us many times.,1,"['server', 'super', 'nice', 'checked', 'u', 'many', 'time']",0.4777777777777778,53,7
"The pizza tasted old, super chewy in not a good way.",0,"['pizza', 'tasted', 'old', 'super', 'chewy', 'good', 'way']",0.37777777777777777,53,7
I swung in to give them a try but was deeply disappointed.,0,"['swung', 'give', 'try', 'deeply', 'disappointed']",-0.75,46,5
Service was good and the company was better!,1,"['service', 'good', 'company', 'better']",0.6,37,4
The staff are also very friendly and efficient.,1,"['staff', 'also', 'friendly', 'efficient']",0.375,39,4
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,"['service', 'im', 'fan', 'quick', 'youre', 'served', 'nice', 'folk']",0.4666666666666667,61,8
Boy was that sucker dry!!.,0,"['boy', 'sucker', 'dry']",-0.18333333333333332,22,3
Over rated.,0,['rated'],0.0,9,1
"If you look for authentic Thai food, go else where.",0,"['look', 'authentic', 'thai', 'food', 'go', 'else']",0.5,46,6
Their steaks are 100% recommended!,1,"['steak', '100', 'recommended']",0.0,29,3
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,"['pulled', 'car', 'waited', 'another', '15', 'minute', 'acknowledged']",0.0,64,7
Great food and great service in a clean and friendly setting.,1,"['great', 'food', 'great', 'service', 'clean', 'friendly', 'setting']",0.5854166666666667,63,7
"All in all, I can assure you I'll be back.",1,"['assure', 'ill', 'back']",-0.25,23,3
I hate those things as much as cheap quality black olives.,0,"['hate', 'thing', 'much', 'cheap', 'quality', 'black', 'olive']",-0.18888888888888888,57,7
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,"['breakfast', 'perpared', 'great', 'beautiful', 'presentation', '3', 'giant', 'slice', 'toast', 'lightly', 'dusted', 'powdered', 'sugar']",0.5125,125,13
The kids play area is NASTY!,0,"['kid', 'play', 'area', 'nasty']",-1.0,29,4
Great place fo take out or eat in.,1,"['great', 'place', 'fo', 'take', 'eat']",0.8,35,5
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,"['waitress', 'friendly', 'happy', 'accomodate', 'veganveggie', 'option']",0.5875,67,6
OMG I felt like I had never eaten Thai food until this dish.,1,"['omg', 'felt', 'like', 'never', 'eaten', 'thai', 'food', 'dish']",0.0,58,8
"It was extremely ""crumby"" and pretty tasteless.",0,"['extremely', 'crumby', 'pretty', 'tasteless']",-0.15833333333333333,43,4
It was a pale color instead of nice and char and has NO flavor.,0,"['pale', 'color', 'instead', 'nice', 'char', 'flavor']",0.195,49,6
The croutons also taste homemade which is an extra plus.,1,"['crouton', 'also', 'taste', 'homemade', 'extra', 'plus']",0.0,52,6
I got home to see the driest damn wings ever!,0,"['got', 'home', 'see', 'driest', 'damn', 'wing', 'ever']",0.0,50,7
It'll be a regular stop on my trips to Phoenix!,1,"['itll', 'regular', 'stop', 'trip', 'phoenix']",0.0,42,5
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1,"['really', 'enjoyed', 'crema', 'café', 'expanded', 'even', 'told', 'friend', 'best', 'breakfast']",0.75,88,10
Not good for the money.,0,"['good', 'money']",0.7,16,2
I miss it and wish they had one in Philadelphia!,1,"['miss', 'wish', 'one', 'philadelphia']",0.0,36,4
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,"['got', 'sitting', 'fairly', 'fast', 'ended', 'waiting', '40', 'minute', 'place', 'order', 'another', '30', 'minute', 'food', 'arrived']",0.2,122,15
They also have the best cheese crisp in town.,1,"['also', 'best', 'cheese', 'crisp', 'town']",0.625,39,5
"Good value, great food, great service.",1,"['good', 'value', 'great', 'food', 'great', 'service']",0.7666666666666666,49,6
Couldn't ask for a more satisfying meal.,1,"['couldnt', 'ask', 'satisfying', 'meal']",0.5,37,4
The food is good.,1,"['food', 'good']",0.7,15,2
It was awesome.,1,['awesome'],1.0,11,1
I just wanted to leave.,0,"['wanted', 'leave']",0.0,18,2
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,"['made', 'drive', 'way', 'north', 'scottsdale', 'one', 'bit', 'disappointed']",-0.75,70,8
I will not be eating there again.,0,['eating'],0.0,10,1
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,"['owner', 'really', 'really', 'need', 'quit', 'soooooo', 'cheap', 'let', 'wrap', 'freaking', 'sandwich', 'two', 'paper', 'one']",0.30000000000000004,114,14
I checked out this place a couple years ago and was not impressed.,0,"['checked', 'place', 'couple', 'year', 'ago', 'impressed']",1.0,53,6
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,"['chicken', 'got', 'definitely', 'reheated', 'ok', 'wedge', 'cold', 'soggy']",-0.175,69,8
"Sorry, I will not be getting food from here anytime soon :(",0,"['sorry', 'getting', 'food', 'anytime', 'soon', '']",-0.5,46,6
An absolute must visit!,1,"['absolute', 'must', 'visit']",0.2,27,3
The cow tongue and cheek tacos are amazing.,1,"['cow', 'tongue', 'cheek', 'taco', 'amazing']",0.2333333333333334,41,5
My friend did not like his Bloody Mary.,0,"['friend', 'like', 'bloody', 'mary']",-0.8,33,4
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,"['despite', 'hard', 'rate', 'business', 'actually', 'rare', 'give', '1', 'star']",0.004166666666666652,72,9
They really want to make your experience a good one.,1,"['really', 'want', 'make', 'experience', 'good', 'one']",0.44999999999999996,50,6
I will not return.,0,['return'],0.0,10,1
I had the chicken Pho and it tasted very bland.,0,"['chicken', 'pho', 'tasted', 'bland']",-0.3833333333333333,34,4
Very disappointing!!!,0,['disappointing'],-0.6,17,1
The grilled chicken was so tender and yellow from the saffron seasoning.,1,"['grilled', 'chicken', 'tender', 'yellow', 'saffron', 'seasoning']",-0.3,61,6
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,"['drive', 'thru', 'mean', 'want', 'wait', 'around', 'half', 'hour', 'food', 'somehow', 'end', 'going', 'make', 'u', 'wait', 'wait']",-0.23958333333333331,116,16
Pretty awesome place.,1,"['pretty', 'awesome', 'place']",0.625,28,3
Ambience is perfect.,1,"['ambience', 'perfect']",1.0,22,2
Best of luck to the rude and non-customer service focused new management.,0,"['best', 'luck', 'rude', 'noncustomer', 'service', 'focused', 'new', 'management']",0.27878787878787875,75,8
Any grandmother can make a roasted chicken better than this one.,0,"['grandmother', 'make', 'roasted', 'chicken', 'better', 'one']",-0.04999999999999999,57,6
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,"['asked', 'multiple', 'time', 'wine', 'list', 'time', 'ignored', 'went', 'hostess', 'got', 'one']",0.0,87,11
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,"['staff', 'always', 'super', 'friendly', 'helpful', 'especially', 'cool', 'bring', 'two', 'small', 'boy', 'baby']",0.2895833333333333,102,12
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,"['four', 'star', 'food', 'guy', 'blue', 'shirt', 'great', 'vibe', 'still', 'letting', 'u', 'eat', '']",0.4,89,13
The roast beef sandwich tasted really good!,1,"['roast', 'beef', 'sandwich', 'tasted', 'really', 'good']",0.7,52,6
"Same evening, him and I are both drastically sick.",0,"['evening', 'drastically', 'sick']",-0.7142857142857143,32,3
High-quality chicken on the chicken Caesar salad.,1,"['highquality', 'chicken', 'chicken', 'caesar', 'salad']",-0.6,52,5
Ordered burger rare came in we'll done.,0,"['ordered', 'burger', 'rare', 'came', 'well', 'done']",0.3,48,6
We were promptly greeted and seated.,1,"['promptly', 'greeted', 'seated']",0.0,31,3
Tried to go here for lunch and it was a madhouse.,0,"['tried', 'go', 'lunch', 'madhouse']",0.0,33,4
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,"['proven', 'dead', 'wrong', 'sushi', 'bar', 'quality', 'great', 'service', 'fast', 'food', 'impeccable']",0.21000000000000002,94,11
"After waiting an hour and being seated, I was not in the greatest of moods.",0,"['waiting', 'hour', 'seated', 'greatest', 'mood']",1.0,45,5
This is a good joint.,1,"['good', 'joint']",0.7,16,2
The Macarons here are insanely good.,1,"['macarons', 'insanely', 'good']",0.7,30,3
I'm not eating here!,0,"['im', 'eating']",0.0,15,2
"Our waiter was very attentive, friendly, and informative.",1,"['waiter', 'attentive', 'friendly', 'informative']",0.3875,47,4
Maybe if they weren't cold they would have been somewhat edible.,0,"['maybe', 'werent', 'cold', 'would', 'somewhat', 'edible']",-0.6,53,6
This place has a lot of promise but fails to deliver.,0,"['place', 'lot', 'promise', 'fails', 'deliver']",-0.5,43,5
Very bad Experience!,0,"['bad', 'experience']",-0.6999999999999998,20,2
What a mistake.,0,['mistake'],0.0,11,1
Food was average at best.,0,"['food', 'average', 'best']",0.425,25,3
Great food.,1,"['great', 'food']",0.8,16,2
We won't be going back anytime soon!,0,"['wont', 'going', 'back', 'anytime', 'soon']",0.0,40,5
Very Very Disappointed ordered the $35 Big Bay Plater.,0,"['disappointed', 'ordered', '35', 'big', 'bay', 'plater']",-0.375,52,6
Great place to relax and have an awesome burger and beer.,1,"['great', 'place', 'relax', 'awesome', 'burger', 'beer']",0.9,51,6
It is PERFECT for a sit-down family meal or get together with a few friends.,1,"['perfect', 'sitdown', 'family', 'meal', 'get', 'together', 'friend']",1.0,63,7
"Not much flavor to them, and very poorly constructed.",0,"['much', 'flavor', 'poorly', 'constructed']",-0.1,40,4
The patio seating was very comfortable.,1,"['patio', 'seating', 'comfortable']",0.4,33,3
The fried rice was dry as well.,0,"['fried', 'rice', 'dry', 'well']",-0.06666666666666665,29,4
Hands down my favorite Italian restaurant!,1,"['hand', 'favorite', 'italian', 'restaurant']",0.25,42,4
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,"['scream', 'legit', 'booksomethats', 'also', 'pretty', 'rare', 'vega']",0.275,64,7
It was just not a fun experience.,1,"['fun', 'experience']",0.3,20,2
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,"['atmosphere', 'great', 'lovely', 'duo', 'violinist', 'playing', 'song', 'requested']",0.65,78,8
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,"['personally', 'love', 'hummus', 'pita', 'baklava', 'falafel', 'baba', 'ganoush', 'amazing', 'eggplant']",0.55,95,10
"Very convenient, since we were staying at the MGM!",1,"['convenient', 'since', 'staying', 'mgm']",0.0,38,4
The owners are super friendly and the staff is courteous.,1,"['owner', 'super', 'friendly', 'staff', 'courteous']",0.43611111111111106,48,5
Both great!,1,['great'],0.8,9,1
Eclectic selection.,1,"['eclectic', 'selection']",0.0,24,2
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,"['sweet', 'potato', 'tot', 'good', 'onion', 'ring', 'perfection', 'close']",0.5249999999999999,67,8
The staff was very attentive.,1,"['staff', 'attentive']",0.4,21,2
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,"['chef', 'generous', 'time', 'even', 'came', 'around', 'twice', 'take', 'picture']",0.0,74,9
"The owner used to work at Nobu, so this place is really similar for half the price.",1,"['owner', 'used', 'work', 'nobu', 'place', 'really', 'similar', 'half', 'price']",-0.08333333333333333,72,9
Google mediocre and I imagine Smashburger will pop up.,0,"['google', 'mediocre', 'imagine', 'smashburger', 'pop']",-0.5,51,5
dont go here.,0,"['dont', 'go']",0.0,13,2
I promise they won't disappoint.,1,"['promise', 'wont', 'disappoint']",0.0,31,3
As a sushi lover avoid this place by all means.,0,"['sushi', 'lover', 'avoid', 'place', 'mean']",-0.3125,40,5
What a great double cheeseburger!,1,"['great', 'double', 'cheeseburger']",0.4,33,3
Awesome service and food.,1,"['awesome', 'service', 'food']",1.0,28,3
A fantastic neighborhood gem !!!,1,"['fantastic', 'neighborhood', 'gem', '']",0.4,37,4
I can't wait to go back.,1,"['cant', 'wait', 'go', 'back']",0.0,27,4
The plantains were the worst I've ever tasted.,0,"['plantain', 'worst', 'ive', 'ever', 'tasted']",-1.0,42,5
It's a great place and I highly recommend it.,1,"['great', 'place', 'highly', 'recommend']",0.48000000000000004,38,4
Service was slow and not attentive.,0,"['service', 'slow', 'attentive']",0.04999999999999999,30,3
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,"['gave', '5', 'star', 'im', 'giving', '5', 'star']",0.0,44,7
Your staff spends more time talking to themselves than me.,0,"['staff', 'spends', 'time', 'talking']",0.0,35,4
Dessert: Panna Cotta was amazing.,1,"['dessert', 'panna', 'cotta', 'amazing']",0.6000000000000001,37,4
"Very good food, great atmosphere.1",1,"['good', 'food', 'great', 'atmosphere1']",0.75,37,4
Damn good steak.,1,"['damn', 'good', 'steak']",0.7,23,3
